tick,spot_gpus_arriving,spot_avg_duration,hp_gpus_arriving,hp_avg_duration
9776,5.0,20.0,1.0,35.0
9777,20.0,17.666666666666668,12.0,4.0
9778,22.0,16.333333333333332,3.0,2.6666666666666665
9779,0.0,0.0,25.0,7.222222222222222
9780,15.0,15.6,18.0,6.25
9781,30.0,15.0,20.0,81.75
9782,9.0,19.75,10.0,4.666666666666667
9783,0.0,0.0,17.0,6.5
9784,0.0,0.0,15.0,4.833333333333333
9785,9.0,16.0,20.0,2246.8
9786,15.0,22.0,13.0,7.4
9787,4.0,15.5,2.0,11.5
9788,2.0,8.0,6.0,147.0
9789,0.0,0.0,12.0,2.8
9790,0.0,0.0,85.0,101.16666666666667
9791,19.0,19.0,2.0,19.0
9792,2.0,17.0,7.0,2.0
9793,14.0,14.0,18.0,355.75
9794,54.0,14.133333333333333,35.0,47.7
9795,17.0,14.5,1.0,222.0
9796,5.0,9.5,7.0,55.4
9797,24.0,15.666666666666666,17.0,716.5
9798,2.0,19.0,3.0,388.0
9799,5.0,9.0,12.0,7.2
9800,17.0,17.5,4.0,4.5
9801,0.0,0.0,3.0,3.5
9802,24.0,13.666666666666666,14.0,38.5
9803,5.0,17.5,12.0,9.4
9804,3.0,7.0,59.0,456.6666666666667
9805,10.0,12.666666666666666,5.0,14.5
9806,0.0,0.0,2.0,12.0
9807,0.0,0.0,2.0,2.0
9808,20.0,14.6,4.0,28.333333333333332
9809,13.0,15.666666666666666,2.0,11.5
9810,42.0,18.1,2.0,3.0
9811,39.0,16.375,14.0,42.0
9812,0.0,0.0,3.0,7.0
9813,11.0,15.0,18.0,197.0
9814,0.0,0.0,4.0,15.0
9815,2.0,12.0,2.0,3.0
9816,2.0,15.0,6.0,1.0
9817,25.0,13.4,2.0,4.5
9818,0.0,0.0,7.0,7.833333333333333
9819,11.0,11.0,6.0,6.0
9820,0.0,0.0,1.0,3.0
9821,3.0,6.0,12.0,16.555555555555557
9822,0.0,0.0,3.0,16.666666666666668
9823,0.0,0.0,22.0,12.571428571428571
9824,0.0,0.0,1.0,13.0
9825,0.0,0.0,12.0,194.25
9826,17.0,13.0,3.0,5136.5
9827,0.0,0.0,21.0,26.833333333333332
9828,19.0,14.5,5.0,8.75
9829,11.0,12.666666666666666,20.0,52.0
9830,54.0,12.416666666666666,7.0,17.333333333333332
9831,1.0,13.0,5.0,6.75
9832,0.0,0.0,1.0,8.0
9833,0.0,0.0,4.0,4.666666666666667
9834,24.0,16.25,3.0,15.5
9835,0.0,0.0,2.0,11.5
9836,0.0,0.0,5.0,14.75
9837,0.0,0.0,2.0,21.0
9838,0.0,0.0,3.0,2.5
9839,0.0,0.0,6.0,2497.6666666666665
9840,4.0,15.0,3.0,2.5
9841,10.0,15.0,6.0,10.2
9842,5.0,14.0,2.0,11.0
9843,0.0,0.0,13.0,18.0
9844,39.0,15.375,1.0,7.0
9845,3.0,16.0,16.0,199.6
9846,0.0,0.0,4.0,10.5
9847,0.0,0.0,4.0,8.666666666666666
9848,0.0,0.0,4.0,4.0
9849,0.0,0.0,1.0,4.0
9850,0.0,0.0,3.0,5.0
9851,0.0,0.0,2.0,11.0
9852,0.0,0.0,7.0,117.5
9853,0.0,0.0,1.0,60.0
9854,0.0,0.0,3.0,32.0
9855,32.0,16.285714285714285,6.0,5.2
9856,8.0,14.0,3.0,15.0
9857,1.0,14.0,5.0,19.75
9858,0.0,0.0,9.0,16.5
9859,0.0,0.0,5.0,9.0
9860,0.0,0.0,3.0,6.0
9861,20.0,13.666666666666666,4.0,5.0
9862,1.0,13.0,1.0,2.0
9863,32.0,14.5,5.0,11.0
9864,1.0,12.0,15.0,101.63636363636364
9865,10.0,17.0,6.0,9.833333333333334
9866,0.0,0.0,2.0,3.0
9867,0.0,0.0,7.0,19.6
9868,0.0,0.0,4.0,8.0
9869,1.0,7.0,0.0,0.0
9870,1.0,12.0,9.0,16.0
9871,0.0,0.0,3.0,6.5
9872,0.0,0.0,1.0,8.0
9873,0.0,0.0,7.0,72.0
9874,8.0,17.0,3.0,4.5
9875,11.0,16.0,4.0,4582.0
9876,0.0,0.0,11.0,153.1818181818182
9877,0.0,0.0,3.0,3.0
9878,0.0,0.0,3.0,1174.0
9879,25.0,8.0,4.0,4.333333333333333
9880,17.0,14.0,4.0,4.25
9881,6.0,13.0,14.0,7.5
9882,0.0,0.0,4.0,63.25
9883,0.0,0.0,0.0,0.0
9884,0.0,0.0,18.0,618.5
9885,0.0,0.0,3.0,3.0
9886,0.0,0.0,12.0,42.8
9887,0.0,0.0,3.0,24.333333333333332
9888,0.0,0.0,51.0,193.17021276595744
9889,0.0,0.0,14.0,20.0
9890,0.0,0.0,4.0,8.333333333333334
9891,0.0,0.0,3.0,35.0
9892,0.0,0.0,15.0,41.0
9893,0.0,0.0,5.0,36.0
9894,0.0,0.0,1.1,30.5
9895,24.0,14.0,2.0,13.0
9896,0.0,0.0,2.0,453.0
9897,0.0,0.0,4.0,6.0
9898,0.0,0.0,3.0,10.0
9899,24.0,14.0,1.0,6.0
9900,0.0,0.0,5.0,7.0
9901,0.0,0.0,3.0,3.0
9902,0.0,0.0,1.0,2.0
9903,0.0,0.0,4.0,2.75
9904,18.0,14.0,4.0,2.5
9905,0.0,0.0,5.0,4.25
9906,25.0,11.0,4.0,245.0
9907,0.0,0.0,7.0,5.571428571428571
9908,0.0,0.0,5.0,2625.75
9909,0.0,0.0,20.0,232.8
9910,0.0,0.0,92.0,2603.2
9911,24.0,4.0,10.0,6.333333333333333
9912,0.0,0.0,3.0,9.0
9913,0.0,0.0,21.0,125.83333333333333
9914,0.0,0.0,512.0,49.0
9915,0.0,0.0,49.0,1966.4166666666667
9916,0.0,0.0,62.0,42.625
9917,20.0,20.0,3.0,3.6666666666666665
9918,1.0,3.0,27.0,55.5
9919,0.0,0.0,34.0,82.0
9920,0.0,0.0,28.0,1593.3333333333333
9921,0.0,0.0,21.0,752.0
9922,11.0,18.0,15.0,92.85714285714286
9923,20.0,14.5,19.0,122.6
9924,2.0,15.0,5.0,4.6
9925,0.0,0.0,68.0,26.6
9926,0.0,0.0,2.0,5.0
9927,1.0,12.0,2.0,6848.0
9928,9.0,12.333333333333334,34.0,4.2
9929,25.0,33.666666666666664,209.0,2.0
9930,48.0,15.833333333333334,3.0,3.3333333333333335
9931,2.0,18.0,2.0,6.5
9932,0.0,0.0,17.0,32.0
9933,3.0,22.0,5.0,8.8
9934,0.0,0.0,212.0,468.4
9935,1.0,16.0,4.0,3.6666666666666665
9936,0.0,0.0,4.0,5.333333333333333
9937,21.0,12.5,223.0,6.444444444444445
9938,0.0,0.0,3.0,2.6666666666666665
9939,17.0,9.0,5.0,31.0
9940,21.0,17.75,3.0,6.333333333333333
9941,0.0,0.0,213.0,3.6
9942,11.0,13.0,4.0,35.25
9943,0.0,0.0,9.0,9.0
9944,0.0,0.0,3.1,9.0
9945,24.0,12.5,3.0,2.3333333333333335
9946,0.0,0.0,212.0,32.4
9947,0.0,0.0,11.6,33.888888888888886
9948,1.0,1.0,21.0,90.0
9949,0.0,0.0,0.0,0.0
9950,0.0,0.0,2.0,2.0
9951,0.0,0.0,2.0,43.0
9952,0.0,0.0,4.0,15.0
9953,22.0,9.333333333333334,3.0,49.0
9954,24.0,14.0,15.0,12.2
9955,0.0,0.0,0.0,0.0
9956,2.0,15.0,3.0,3.6666666666666665
9957,25.0,11.666666666666666,1.0,4.0
9958,17.0,14.333333333333334,2.0,2.0
9959,8.0,18.0,7.0,7.0
9960,21.0,4.0,6.0,33.0
9961,2.0,18.0,2.0,5859.5
9962,0.0,0.0,2.0,4849.5
9963,22.0,12.0,11.1,746.0
9964,26.0,1.3333333333333333,2.1,4210.25
9965,1.0,21.0,4.0,334.0
9966,24.0,19.0,9.0,579.5
9967,0.0,0.0,14.0,103.5
9968,0.0,0.0,0.0,0.0
9969,0.0,0.0,17.0,63.5
9970,0.0,0.0,227.0,7.75
9971,0.0,0.0,13.0,40.333333333333336
9972,0.0,0.0,9.0,13.5
9973,0.0,0.0,20.0,7.5
9974,0.0,0.0,6.0,27.0
9975,0.0,0.0,65.0,199.0
9976,16.0,10.0,76.0,5.4
9977,22.0,8.666666666666666,9.0,3.0
9978,61.0,10.857142857142858,290.0,21.6
9979,20.0,13.75,0.0,0.0
9980,44.0,12.285714285714286,4.0,676.0
9981,0.0,0.0,221.0,30.0
9982,0.0,0.0,13.0,55.0
9983,0.0,0.0,8.0,6.0
9984,0.0,0.0,18.0,33.666666666666664
9985,0.0,0.0,3.0,16.5
9986,42.0,15.8,3.0,5.0
9987,3.0,18.0,9.0,17.5
9988,14.0,17.5,67.0,4.0
9989,0.0,0.0,1.0,3.0
9990,10.0,12.25,2.0,2.0
9991,0.0,0.0,9.0,5.0
9992,0.0,0.0,4.0,106.33333333333333
9993,0.0,0.0,4.0,87.0
9994,0.0,0.0,16.0,73.0
9995,0.0,0.0,1.0,2.0
9996,7.0,10.5,5.0,4.5
9997,49.0,15.166666666666666,43.0,48.75
9998,25.0,13.4,315.0,13.0
9999,0.0,0.0,11.0,25.0
10000,0.0,0.0,1.0,18.0
10001,0.0,0.0,75.0,2.4
10002,0.0,0.0,2.0,20.0
10003,0.0,0.0,3.0,4.5
10004,16.0,2.5,20.0,50.333333333333336
10005,34.0,15.285714285714286,2.0,3.0
10006,9.0,12.5,3.0,50.0
10007,6.0,12.5,4.0,8.333333333333334
10008,15.0,11.25,314.0,2.0
10009,0.0,0.0,318.0,3.3333333333333335
10010,0.0,0.0,8.0,41.0
10011,0.0,0.0,3.0,5.0
10012,8.0,18.5,314.0,4.333333333333333
10013,16.0,30.333333333333332,313.0,1.5
10014,30.0,10.333333333333334,362.0,125.16666666666667
10015,0.0,0.0,13.0,243.75
10016,26.0,13.714285714285714,313.0,32.5
10017,1.0,14.0,10.0,7.571428571428571
10018,0.0,0.0,9.0,60.5
10019,48.0,13.75,317.0,3071.2
10020,0.0,0.0,314.0,3.5
10021,0.0,0.0,2.0,2.5
10022,23.0,13.0,1.0,4.0
10023,0.0,0.0,4.0,6318.5
10024,0.0,0.0,1.0,9.0
10025,19.0,14.0,317.0,14.0
10026,41.0,13.4,4.0,12.666666666666666
10027,1.0,4.0,1.0,3.0
10028,11.0,3.5,2.0,1.5
10029,19.0,17.333333333333332,7.0,10.2
10030,36.0,16.181818181818183,2.0,441.0
10031,52.0,14.5,19.0,115.0
10032,1.0,19.0,67.0,7.75
10033,29.0,16.0,0.0,0.0
10034,10.0,15.0,3.0,2.0
10035,13.0,12.75,82.0,30.75
10036,0.0,0.0,7.0,13.333333333333334
10037,0.0,0.0,20.0,23.0
10038,26.0,15.666666666666666,2.0,8413.0
10039,8.0,1.0,2.0,5427.5
10040,45.0,13.5,14.0,11.0
10041,6.0,13.333333333333334,248.4,10.5
10042,1.0,15.0,10.0,10055.333333333334
10043,0.0,0.0,1.0,7.0
10044,2.0,1.0,1.0,3.0
10045,0.0,0.0,1.0,2.0
10046,0.0,0.0,4.0,5.0
10047,48.0,13.75,235.0,7.5
10048,47.0,11.0,233.0,17.0
10049,1.0,16.0,1.0,4.0
10050,5.0,15.5,4.0,9.0
10051,44.0,16.0,0.0,0.0
10052,16.0,15.25,7.0,13.0
10053,1.0,5.0,3.4,22.0
10054,17.0,16.5,2.0,2.0
10055,22.0,14.5,0.0,0.0
10056,8.0,11.5,7.0,6.0
10057,35.0,13.0,3.0,3.5
10058,11.0,11.25,1.0,2.0
10059,0.0,0.0,1.0,15.0
10060,0.0,0.0,3.0,5.0
10061,0.0,0.0,3.0,9.5
10062,9.0,17.0,3.0,4.5
10063,9.0,16.5,0.0,0.0
10064,2.0,16.0,5.0,5.6
10065,20.0,13.285714285714286,2.0,12.0
10066,4.0,1.0,2.0,7.5
10067,2.0,29.0,0.0,0.0
10068,48.0,21.25,7.0,6.666666666666667
10069,12.0,27.0,2.0,6.5
10070,23.0,22.166666666666668,35.0,14.75
10071,5.0,25.0,1.0,2.0
10072,0.0,0.0,2.0,6.5
10073,32.0,1.0,5.0,5.25
10074,0.0,0.0,248.0,150.0
10075,0.0,0.0,3.0,9.0
10076,29.0,20.0,2.0,3.5
10077,6.0,437.5,18.0,8.333333333333334
10078,1.0,19.0,12.4,12.6
10079,7.0,17.0,0.0,0.0
10080,10.0,10.7,22.0,117.0
10081,12.0,9.833333333333334,47.0,109.75
10082,3.0,9.0,3.0,34.0
10083,0.0,0.0,18.0,62.6
10084,46.0,13.75,0.0,0.0
10085,0.0,0.0,17.0,48.333333333333336
10086,0.0,0.0,4.0,24.75
10087,44.0,12.0,23.0,92.2
10088,0.0,0.0,15.0,52.166666666666664
10089,0.0,0.0,9.0,38.0
10090,0.0,0.0,0.0,0.0
10091,0.0,0.0,11.0,4.25
10092,0.0,0.0,10.0,31.666666666666668
10093,0.0,0.0,3.0,10.5
10094,0.0,0.0,9.0,39.0
10095,0.0,0.0,3.0,13.0
10096,52.0,14.333333333333334,1.0,80.0
10097,0.0,0.0,140.0,60.5
10098,0.0,0.0,3.0,4.0
10099,0.0,0.0,13.0,39.8
10100,0.0,0.0,1.0,26.0
10101,31.0,800.2,2.0,10.5
10102,17.0,1626.235294117647,1.0,2.0
10103,0.0,0.0,4.0,91.0
10104,0.0,0.0,6.0,12.0
10105,0.0,0.0,0.8,3719.0
10106,0.0,0.0,11.0,68.25
10107,0.0,0.0,3.0,11.666666666666666
10108,0.0,0.0,4.0,8.333333333333334
10109,0.0,0.0,3.0,4.666666666666667
10110,0.0,0.0,0.0,0.0
10111,0.0,0.0,3.0,38.5
10112,0.0,0.0,5.0,605.0
10113,0.0,0.0,3.0,3.5
10114,0.0,0.0,21.0,69.66666666666667
10115,0.0,0.0,4.0,3.75
10116,0.0,0.0,3.0,7.333333333333333
10117,0.0,0.0,4.0,16.0
10118,32.0,65.0,4.0,93.66666666666667
10119,19.0,17.0,7.0,41.285714285714285
10120,0.0,0.0,1.0,17.0
10121,0.0,0.0,3.0,9.0
10122,0.0,0.0,0.0,0.0
10123,0.0,0.0,3.0,4.5
10124,0.0,0.0,1.0,13.0
10125,0.0,0.0,2.0,3.5
10126,0.0,0.0,2.0,6.5
10127,0.0,0.0,2.0,7.0
10128,0.0,0.0,3.0,3.5
10129,0.0,0.0,3.0,10.666666666666666
10130,0.0,0.0,1.0,50.0
10131,0.0,0.0,3.0,13.666666666666666
10132,0.0,0.0,2.0,4.5
10133,0.0,0.0,7.0,15.4
10134,0.0,0.0,1.0,3.0
10135,0.0,0.0,3.0,40.0
10136,0.0,0.0,4.0,10.5
10137,0.0,0.0,4.0,12.5
10138,0.0,0.0,16.0,62.4
10139,0.0,0.0,1.0,4.0
10140,0.0,0.0,9.0,169.8
10141,0.0,0.0,2.0,31.0
10142,0.0,0.0,8.0,1856.125
10143,0.0,0.0,3.0,3.5
10144,0.0,0.0,22.0,90.5
10145,0.0,0.0,1.0,2.0
10146,0.0,0.0,1.0,2.0
10147,0.0,0.0,3.0,3.5
10148,0.0,0.0,1.0,2.0
10149,0.0,0.0,3.0,10.666666666666666
10150,0.0,0.0,3.0,3743.0
10151,0.0,0.0,2.0,13.0
10152,0.0,0.0,14.0,72.3076923076923
10153,0.0,0.0,2.0,2.0
10154,0.0,0.0,6.0,20.0
10155,0.0,0.0,3.0,6.666666666666667
10156,0.0,0.0,3.0,3.6666666666666665
10157,0.0,0.0,4.0,3.6666666666666665
10158,0.0,0.0,0.0,0.0
10159,0.0,0.0,3.0,41.666666666666664
10160,0.0,0.0,2.0,31.0
10161,0.0,0.0,4.0,3.0
10162,0.0,0.0,2.0,5.0
10163,0.0,0.0,3.0,7.333333333333333
10164,0.0,0.0,11.0,173.9
10165,0.0,0.0,3.0,3.5
10166,0.0,0.0,3.0,13.5
10167,0.0,0.0,3.0,23.0
10168,0.0,0.0,2.0,5.5
10169,0.0,0.0,3.0,14.333333333333334
10170,0.0,0.0,4.0,7333.333333333333
10171,0.0,0.0,1.0,2.0
10172,0.0,0.0,3.0,29.333333333333332
10173,0.0,0.0,4.0,41.5
10174,4.0,18.0,3.0,10.5
10175,20.0,16.833333333333332,3.0,4.5
10176,50.0,11.1,51.0,166.3404255319149
10177,5.0,22.0,3.0,8002.0
10178,2.0,24.0,233.0,3.0
10179,7.0,16.0,5.0,6.75
10180,28.0,18.8,2.0,6.0
10181,0.0,0.0,2.0,7.0
10182,39.0,12.333333333333334,4.0,9.5
10183,9.0,11.0,3.0,5.333333333333333
10184,68.0,13.25,2.0,5.0
10185,0.0,0.0,6.0,7.0
10186,15.0,12.0,3.0,20.0
10187,0.0,0.0,1.0,2.0
10188,0.0,0.0,3.0,4108.0
10189,0.0,0.0,6.0,4.6
10190,0.0,0.0,2.0,26.0
10191,23.0,6.285714285714286,3.0,18.0
10192,18.0,5.5,2.0,93.0
10193,9.0,8.5,8.0,79.85714285714286
10194,1.0,8.0,5.0,56.25
10195,7.0,4.75,3.0,10.666666666666666
10196,17.0,8.0,236.0,10204.0
10197,0.0,0.0,233.0,64.0
10198,4.0,9.0,1.0,87.0
10199,26.0,5.857142857142857,4.0,47.0
10200,23.0,6.666666666666667,242.0,250.33333333333334
10201,0.0,0.0,65.0,302.5
10202,1.0,4.0,1.0,3.0
10203,0.0,0.0,318.0,14.6
10204,9.0,6.0,12.0,82.0
10205,1.0,2.0,65.0,37.0
10206,0.0,0.0,1.0,2.0
10207,0.0,0.0,318.0,55.0
10208,0.0,0.0,5.0,8.25
10209,0.0,0.0,9.0,77.0
10210,8.0,28.0,10.0,98.83333333333333
10211,0.0,0.0,0.0,0.0
10212,0.0,0.0,2.0,17.0
10213,0.0,0.0,1.0,2.0
10214,0.0,0.0,76.0,12.375
10215,0.0,0.0,4.0,23.25
10216,0.0,0.0,5.0,4.75
10217,0.0,0.0,6.0,7.25
10218,0.0,0.0,3.0,107.33333333333333
10219,0.0,0.0,13.0,26.6
10220,0.0,0.0,3.0,70.0
10221,0.0,0.0,2.0,2.5
10222,0.0,0.0,5.0,8.0
10223,0.0,0.0,2.0,2.0
10224,0.0,0.0,4.0,3.0
10225,0.0,0.0,6.0,2.0
10226,0.0,0.0,10.0,30.333333333333332
10227,0.0,0.0,2.0,1.5
10228,0.0,0.0,14.0,14.0
10229,0.0,0.0,14.0,22.4
10230,0.0,0.0,4.0,21.0
10231,0.0,0.0,2.0,51.0
10232,0.0,0.0,12.0,11.8
10233,0.0,0.0,8.0,41.833333333333336
10234,0.0,0.0,10.0,37.857142857142854
10235,0.0,0.0,3.0,2.0
10236,0.0,0.0,4.0,4.0
10237,0.0,0.0,11.0,2358.5
10238,0.0,0.0,2.0,2.5
10239,0.0,0.0,5.0,279.75
10240,0.0,0.0,7.0,8.5
10241,0.0,0.0,1.0,7.0
10242,9.0,1262.0,4.0,2.25
10243,2.0,3005.0,14.0,40.142857142857146
10244,0.0,0.0,3.0,3.5
10245,0.0,0.0,19.0,22.75
10246,0.0,0.0,3.0,2.3333333333333335
10247,0.0,0.0,2.0,3.0
10248,0.0,0.0,3.0,37.0
10249,0.0,0.0,4.0,27.333333333333332
10250,20.0,20.0,7.0,10.833333333333334
10251,0.0,0.0,2.0,45.0
10252,0.0,0.0,5.0,10.2
10253,0.0,0.0,60.0,33.0
10254,0.0,0.0,4.0,16.25
10255,32.0,13.25,2.0,4.0
10256,28.0,10.142857142857142,4.0,40.25
10257,0.0,0.0,3.0,26.333333333333332
10258,0.0,0.0,67.0,8.666666666666666
10259,0.0,0.0,3.0,3.0
10260,0.0,0.0,64.0,73.0
10261,0.0,0.0,7.0,1584.8333333333333
10262,0.0,0.0,2.0,40.5
10263,4.0,8.0,13.0,22.8
10264,0.0,0.0,4.0,4.25
10265,12.0,8.333333333333334,1.0,2.0
10266,4.0,10.0,1.0,43.0
10267,0.0,0.0,6.0,16.666666666666668
10268,5.0,5.5,2.0,5.0
10269,7.0,5.5,3.0,2.0
10270,36.0,9.4,1.0,15.0
10271,8.0,18.0,1.0,4.0
10272,0.0,0.0,5.0,26.75
10273,0.0,0.0,4.0,3.6666666666666665
10274,3.0,8.0,11.0,25.25
10275,1.0,7.0,2.0,5.5
10276,0.0,0.0,3.0,7.333333333333333
10277,0.0,0.0,2.0,24.0
10278,0.0,0.0,3.0,3.5
10279,0.0,0.0,2.0,4.0
10280,0.0,0.0,2.0,6.5
10281,0.0,0.0,2.0,3.5
10282,0.0,0.0,14.0,5.2
10283,0.0,0.0,17.0,332.3333333333333
10284,0.0,0.0,4.0,22.5
10285,0.0,0.0,6.0,35.833333333333336
10286,0.0,0.0,14.0,133.0
10287,0.0,0.0,5.0,2.75
10288,0.0,0.0,6.0,17.6
10289,0.0,0.0,3.0,2.3333333333333335
10290,0.0,0.0,2.0,33.0
10291,0.0,0.0,6.0,1.8333333333333333
10292,0.0,0.0,7.0,13.6
10293,0.0,0.0,17.0,26.6
10294,8.0,33.0,3.0,1462.0
10295,0.0,0.0,1.0,2.0
10296,0.0,0.0,4.0,3.0
10297,0.0,0.0,3.0,4739.333333333333
10298,0.0,0.0,0.0,0.0
10299,0.0,0.0,6.0,15.0
10300,0.0,0.0,5.0,5.0
10301,0.0,0.0,2.0,3.0
10302,0.0,0.0,5.0,4222.75
10303,0.0,0.0,2.0,5.5
10304,0.0,0.0,4.0,11.5
10305,0.0,0.0,5.0,3.25
10306,0.0,0.0,11.0,16.25
10307,0.0,0.0,2.0,28.5
10308,0.0,0.0,3.0,2.3333333333333335
10309,0.0,0.0,5.0,12.5
10310,0.0,0.0,4.0,5.75
10311,0.0,0.0,12.0,341.6
10312,0.0,0.0,22.0,15.5
10313,0.0,0.0,2.0,2.5
10314,0.0,0.0,5.0,2.5
10315,0.0,0.0,5.0,2.6
10316,0.0,0.0,3.0,2.3333333333333335
10317,0.0,0.0,2.0,3.5
10318,0.0,0.0,6.0,10.333333333333334
10319,0.0,0.0,4.0,3.6666666666666665
10320,0.0,0.0,4.0,1.75
10321,32.0,23.0,1.0,3.0
10322,0.0,0.0,4.0,13.0
10323,0.0,0.0,7.0,3546.0
10324,0.0,0.0,8.0,3.2857142857142856
10325,0.0,0.0,4.0,15.5
10326,0.0,0.0,9.0,1.5
10327,0.0,0.0,13.0,1.375
10328,0.0,0.0,5.0,2.8
10329,0.0,0.0,4.0,8.0
10330,0.0,0.0,4.0,2.75
10331,0.0,0.0,2.0,2.5
10332,0.0,0.0,2.0,3.0
10333,72.0,7.611111111111111,77.0,32.583333333333336
10334,18.0,10.0,71.0,13.166666666666666
10335,2.0,1.0,35.0,5.555555555555555
10336,10.0,5.5,8.0,1944.6
10337,12.0,6.333333333333333,12.0,2.4
10338,0.0,0.0,2.0,2.0
10339,9.0,6.0,13.0,17.875
10340,41.0,6.363636363636363,4.0,18.0
10341,21.0,7.625,6.0,6.4
10342,1.0,4.0,6.0,5.2
10343,3.0,11.0,5.0,3.0
10344,32.0,1.0,235.0,5.25
10345,27.0,8.0,11.0,131.71428571428572
10346,32.0,8.5,9.0,235.55555555555554
10347,41.0,9.125,67.0,984.25
10348,11.0,7.0,4.0,8.0
10349,19.0,6.285714285714286,5.0,3.6
10350,0.0,0.0,13.0,5.4
10351,5.0,6.0,40.0,13.923076923076923
10352,4.0,5.0,3.0,6.666666666666667
10353,28.0,6.0,99.0,65.0
10354,12.0,9.0,37.0,63.4
10355,30.0,9.333333333333334,6.0,5.0
10356,35.0,3.8333333333333335,19.0,6.4
10357,49.0,7.909090909090909,6.0,2519.2
10358,36.0,5.333333333333333,46.0,88.0909090909091
10359,37.0,99.25,275.0,7.166666666666667
10360,32.0,1.0,6.0,9.5
10361,2.0,3.0,250.0,11.125
10362,0.0,0.0,7.0,806.6666666666666
10363,33.0,2.0,5.0,5.4
10364,48.0,18.416666666666668,251.0,171.0
10365,27.0,8.333333333333334,9.0,3.0
10366,9.0,16.0,5.0,3.75
10367,53.0,16.0,0.0,0.0
10368,3.0,11.0,3.0,2.3333333333333335
10369,1.0,11.0,4.0,6.0
10370,0.0,0.0,14.0,169.6
10371,0.0,0.0,9.0,415.5
10372,64.0,8.166666666666666,81.0,428.9166666666667
10373,12.0,98.33333333333333,225.0,9.5
10374,20.0,10.0,3.0,3.0
10375,30.0,8.25,4.0,14.333333333333334
10376,31.0,6.5,2.0,36.5
10377,4.0,10.0,65.0,423.0
10378,4.0,9.0,236.0,9.2
10379,55.0,7.666666666666667,12.0,5.5
10380,10.0,8.333333333333334,3.0,35.0
10381,9.0,7.25,5.0,8.75
10382,33.0,6.75,0.0,0.0
10383,5.0,9.0,2.0,2.0
10384,57.0,7.875,13.0,42.4
10385,74.0,9.777777777777779,235.0,37.25
10386,0.0,0.0,1.0,2.0
10387,42.0,8.545454545454545,4.0,7.75
10388,2.0,8.0,29.0,33.714285714285715
10389,32.0,4.0,1.0,2.0
10390,6.0,5.0,11.0,16.0
10391,20.0,6.333333333333333,4.0,14.25
10392,52.0,6.857142857142857,10.0,16.25
10393,50.0,5.714285714285714,213.0,15.2
10394,6.0,8.333333333333334,3.0,14.333333333333334
10395,1.0,11.0,3.0,7.666666666666667
10396,35.0,7.2,4.0,21.666666666666668
10397,10.0,6.333333333333333,210.0,4.0
10398,25.0,9.545454545454545,6.0,29.5
10399,16.0,7.6,2.0,30.0
10400,47.0,9.25,4.0,8.0
10401,19.0,9.0,5.0,30.25
10402,6.0,8.8,5.0,2577.75
10403,24.0,8.875,1.0,2.0
10404,18.0,13.8,1.0,3.0
10405,77.0,9.307692307692308,209.0,3.0
10406,22.0,8.571428571428571,2.0,23.0
10407,3.0,10.0,3.0,3.5
10408,5.0,4.0,2.0,14.0
10409,32.0,1.0,3.0,5.0
10410,12.0,6.333333333333333,208.0,5.0
10411,10.0,10.0,4.0,3.3333333333333335
10412,4.0,3.0,5.0,17.0
10413,19.0,7.0,2.0,340.5
10414,50.0,5.0,1.0,3.0
10415,38.0,8.166666666666666,211.0,2.25
10416,14.0,6.0,3.0,10.0
10417,4.0,5.0,4.0,2.75
10418,36.0,4.5,209.0,14.0
10419,14.0,6.8,2.0,1.5
10420,31.0,6.888888888888889,7.0,15.166666666666666
10421,4.0,6.0,2.0,22.0
10422,21.0,8.0,3.0,10.0
10423,38.0,7.375,2.0,2.5
10424,32.0,1.0,214.0,20.0
10425,32.0,6.444444444444445,4.0,2.5
10426,34.0,9.0,4.0,2.3333333333333335
10427,35.0,7.333333333333333,210.0,3.6666666666666665
10428,16.0,8.333333333333334,4.0,171.5
10429,2.0,8.0,11.0,21.0
10430,13.0,5.0,1.0,2.0
10431,19.0,4.0,12.0,22.0
10432,10.0,5.0,222.0,8.2
10433,0.0,0.0,10.0,2.0
10434,0.0,0.0,3.0,14.0
10435,25.0,6.8,243.0,2.0
10436,6.0,7.0,4.0,10.5
10437,64.0,5.9,4.0,3.6666666666666665
10438,0.0,0.0,2.0,2.0
10439,24.0,1.0,243.0,2.3333333333333335
10440,8.0,7.0,10.0,150.33333333333334
10441,39.0,4.75,7.0,3144.714285714286
10442,0.0,0.0,246.0,3.6
10443,37.0,6.0,6.0,5.6
10444,12.0,7.0,4.0,2.0
10445,40.0,4.5,5.0,2.0
10446,3.0,5.0,11.0,46.5
10447,0.0,0.0,244.0,58.5
10448,22.0,7.0,5.0,10.25
10449,19.0,7.0,3.0,3.0
10450,0.0,0.0,3.0,4.666666666666667
10451,80.0,6.6,3.0,2.0
10452,6.0,8.0,251.0,128.5
10453,0.0,0.0,4.0,8.333333333333334
10454,9.0,5.0,6.0,3.5
10455,15.0,5.5,1.0,6.0
10456,4.0,6.0,4.0,21.333333333333332
10457,0.0,0.0,2.0,5.5
10458,0.0,0.0,4.0,2.0
10459,47.0,7.0,1.0,4.0
10460,0.0,0.0,11.0,5.222222222222222
10461,14.0,6.0,1.0,5.0
10462,1.0,5.0,6.0,2035.4
10463,19.0,8.0,2.0,5.0
