tick,active_gpu_count,active_cpu_cores,active_mem_gib
2124,73.0,620.0,3508.0
2125,73.0,620.0,3508.0
2126,73.0,620.0,3508.0
2127,73.0,620.0,3508.0
2128,73.0,620.0,3508.0
2129,73.0,620.0,3508.0
2130,73.0,620.0,3508.0
2131,74.0,628.0,3548.0
2132,74.0,628.0,3548.0
2133,73.0,620.0,3508.0
2134,73.0,620.0,3508.0
2135,73.0,620.0,3508.0
2136,73.0,620.0,3508.0
2137,73.0,620.0,3508.0
2138,73.0,620.0,3508.0
2139,73.0,620.0,3508.0
2140,73.0,620.0,3508.0
2141,73.0,620.0,3508.0
2142,73.0,620.0,3508.0
2143,73.0,620.0,3508.0
2144,73.0,620.0,3508.0
2145,73.0,620.0,3508.0
2146,73.0,620.0,3508.0
2147,73.0,620.0,3508.0
2148,73.0,620.0,3508.0
2149,75.0,636.0,3588.0
2150,75.0,636.0,3588.0
2151,72.0,612.0,3468.0
2152,72.0,612.0,3468.0
2153,72.0,612.0,3468.0
2154,72.0,612.0,3468.0
2155,72.0,612.0,3468.0
2156,72.0,612.0,3468.0
2157,72.0,612.0,3468.0
2158,72.0,612.0,3468.0
2159,72.0,612.0,3468.0
2160,72.0,612.0,3468.0
2161,72.0,612.0,3468.0
2162,73.0,624.0,3588.0
2163,73.0,624.0,3588.0
2164,73.0,624.0,3588.0
2165,73.0,624.0,3588.0
2166,73.0,624.0,3588.0
2167,74.0,632.0,3628.0
2168,74.0,632.0,3628.0
2169,74.0,632.0,3628.0
2170,72.0,612.0,3468.0
2171,72.0,612.0,3468.0
2172,72.0,612.0,3468.0
2173,72.0,612.0,3468.0
2174,72.0,612.0,3468.0
2175,72.0,612.0,3468.0
2176,72.0,612.0,3468.0
2177,72.0,612.0,3468.0
2178,72.0,612.0,3468.0
2179,72.0,612.0,3468.0
2180,72.0,612.0,3468.0
2181,72.0,612.0,3468.0
2182,72.0,612.0,3468.0
2183,72.0,612.0,3468.0
2184,72.0,612.0,3468.0
2185,72.0,612.0,3468.0
2186,73.0,620.0,3508.0
2187,73.0,620.0,3508.0
2188,73.0,620.0,3508.0
2189,72.0,612.0,3468.0
2190,72.0,612.0,3468.0
2191,72.0,612.0,3468.0
2192,72.0,612.0,3468.0
2193,72.0,612.0,3468.0
2194,72.0,612.0,3468.0
2195,72.0,612.0,3468.0
2196,72.0,612.0,3468.0
2197,72.0,612.0,3468.0
2198,72.0,612.0,3468.0
2199,72.0,612.0,3468.0
2200,72.0,612.0,3468.0
2201,72.0,612.0,3468.0
2202,72.0,612.0,3468.0
2203,72.0,612.0,3468.0
2204,73.0,620.0,3508.0
2205,73.0,620.0,3508.0
2206,73.0,620.0,3508.0
2207,72.0,612.0,3468.0
2208,72.0,612.0,3468.0
2209,72.0,612.0,3468.0
2210,72.0,612.0,3468.0
2211,72.0,612.0,3468.0
2212,72.0,612.0,3468.0
2213,72.0,612.0,3468.0
2214,72.0,612.0,3468.0
2215,72.0,612.0,3468.0
2216,72.0,612.0,3468.0
2217,72.0,612.0,3468.0
2218,72.0,612.0,3468.0
2219,72.0,612.0,3468.0
2220,72.0,612.0,3468.0
2221,72.0,612.0,3468.0
2222,72.0,612.0,3468.0
2223,72.0,612.0,3468.0
2224,72.0,612.0,3468.0
2225,72.0,612.0,3468.0
2226,72.0,612.0,3468.0
2227,72.0,612.0,3468.0
2228,72.0,612.0,3468.0
2229,72.0,612.0,3468.0
2230,72.0,612.0,3468.0
2231,72.0,612.0,3468.0
2232,72.0,612.0,3468.0
2233,72.0,612.0,3468.0
2234,72.0,612.0,3468.0
2235,72.0,612.0,3468.0
2236,72.0,612.0,3468.0
2237,72.0,612.0,3468.0
2238,72.0,612.0,3468.0
2239,72.0,612.0,3468.0
2240,72.0,612.0,3468.0
2241,72.0,612.0,3468.0
2242,72.0,612.0,3468.0
2243,72.0,612.0,3468.0
2244,72.0,612.0,3468.0
2245,72.0,612.0,3468.0
2246,72.0,612.0,3468.0
2247,72.0,612.0,3468.0
2248,72.0,612.0,3468.0
2249,72.0,612.0,3468.0
2250,72.0,612.0,3468.0
2251,72.0,612.0,3468.0
2252,72.0,612.0,3468.0
2253,72.0,612.0,3468.0
2254,72.0,612.0,3468.0
2255,72.0,612.0,3468.0
2256,72.0,612.0,3468.0
2257,72.0,612.0,3468.0
2258,72.0,612.0,3468.0
2259,72.0,612.0,3468.0
2260,72.0,612.0,3468.0
2261,72.0,612.0,3468.0
2262,72.0,612.0,3468.0
2263,72.0,612.0,3468.0
2264,72.0,612.0,3468.0
2265,72.0,612.0,3468.0
2266,72.0,612.0,3468.0
2267,72.0,612.0,3468.0
2268,72.0,612.0,3468.0
2269,72.0,612.0,3468.0
2270,72.0,612.0,3468.0
2271,72.0,612.0,3468.0
2272,72.0,612.0,3468.0
2273,72.0,612.0,3468.0
2274,72.0,612.0,3468.0
2275,72.0,612.0,3468.0
2276,72.0,612.0,3468.0
2277,72.0,612.0,3468.0
2278,72.0,612.0,3468.0
2279,72.0,612.0,3468.0
2280,72.0,612.0,3468.0
2281,72.0,612.0,3468.0
2282,72.0,612.0,3468.0
2283,72.0,612.0,3468.0
2284,72.0,612.0,3468.0
2285,72.0,612.0,3468.0
2286,72.0,612.0,3468.0
2287,72.0,612.0,3468.0
2288,72.0,612.0,3468.0
2289,72.0,612.0,3468.0
2290,72.0,612.0,3468.0
2291,72.0,612.0,3468.0
2292,72.0,612.0,3468.0
2293,72.0,612.0,3468.0
2294,72.0,612.0,3468.0
2295,72.0,612.0,3468.0
2296,72.0,612.0,3468.0
2297,72.0,612.0,3468.0
2298,72.0,612.0,3468.0
2299,72.0,612.0,3468.0
2300,72.0,612.0,3468.0
2301,72.0,612.0,3468.0
2302,72.0,612.0,3468.0
2303,72.0,612.0,3468.0
2304,72.0,612.0,3468.0
2305,72.0,612.0,3468.0
2306,72.0,612.0,3468.0
2307,72.0,612.0,3468.0
2308,72.0,612.0,3468.0
2309,74.0,628.0,3548.0
2310,74.0,628.0,3548.0
2311,74.0,628.0,3548.0
2312,73.0,620.0,3508.0
2313,73.0,620.0,3508.0
2314,73.0,620.0,3508.0
2315,73.0,620.0,3508.0
2316,73.0,620.0,3508.0
2317,74.0,628.0,3548.0
2318,74.0,628.0,3548.0
2319,73.0,620.0,3508.0
2320,73.0,620.0,3508.0
2321,73.0,620.0,3508.0
2322,73.0,620.0,3508.0
2323,72.0,612.0,3468.0
2324,72.0,612.0,3468.0
2325,72.0,612.0,3468.0
2326,72.0,612.0,3468.0
2327,72.0,612.0,3468.0
2328,72.0,612.0,3468.0
2329,72.0,612.0,3468.0
2330,72.0,612.0,3468.0
2331,72.0,612.0,3468.0
2332,72.0,612.0,3468.0
2333,72.0,612.0,3468.0
2334,72.0,612.0,3468.0
2335,72.0,612.0,3468.0
2336,72.0,612.0,3468.0
2337,72.0,612.0,3468.0
2338,72.0,612.0,3468.0
2339,73.0,620.0,3508.0
2340,73.0,620.0,3508.0
2341,73.0,620.0,3508.0
2342,73.0,620.0,3508.0
2343,73.0,620.0,3508.0
2344,73.0,620.0,3508.0
2345,73.0,620.0,3508.0
2346,73.0,620.0,3508.0
2347,73.0,620.0,3508.0
2348,73.0,620.0,3508.0
2349,73.0,620.0,3508.0
2350,73.0,620.0,3508.0
2351,73.0,620.0,3508.0
2352,73.0,620.0,3508.0
2353,73.0,620.0,3508.0
2354,73.0,620.0,3508.0
2355,73.0,620.0,3508.0
2356,73.0,620.0,3508.0
2357,73.0,620.0,3508.0
2358,73.0,620.0,3508.0
2359,73.0,620.0,3508.0
2360,73.0,620.0,3508.0
2361,73.0,620.0,3508.0
2362,73.0,620.0,3508.0
2363,73.0,620.0,3508.0
2364,73.0,620.0,3508.0
2365,73.0,620.0,3508.0
2366,73.0,620.0,3508.0
2367,73.0,620.0,3508.0
2368,73.0,620.0,3508.0
2369,72.0,612.0,3468.0
2370,72.0,612.0,3468.0
2371,72.0,612.0,3468.0
2372,72.0,612.0,3468.0
2373,72.0,612.0,3468.0
2374,72.0,612.0,3468.0
2375,72.0,612.0,3468.0
2376,72.0,612.0,3468.0
2377,72.0,612.0,3468.0
2378,72.0,612.0,3468.0
2379,72.0,612.0,3468.0
2380,72.0,612.0,3468.0
2381,72.0,612.0,3468.0
2382,72.0,612.0,3468.0
2383,72.0,612.0,3468.0
2384,72.0,612.0,3468.0
2385,72.0,612.0,3468.0
2386,72.0,612.0,3468.0
2387,72.0,612.0,3468.0
2388,72.0,612.0,3468.0
2389,72.0,612.0,3468.0
2390,72.0,612.0,3468.0
2391,72.0,612.0,3468.0
2392,72.0,612.0,3468.0
2393,72.0,612.0,3468.0
2394,72.0,612.0,3468.0
2395,72.0,612.0,3468.0
2396,72.0,612.0,3468.0
2397,72.0,612.0,3468.0
2398,72.0,612.0,3468.0
2399,72.0,612.0,3468.0
2400,72.0,612.0,3468.0
2401,72.0,612.0,3468.0
2402,72.0,612.0,3468.0
2403,72.0,612.0,3468.0
2404,72.0,612.0,3468.0
2405,72.0,612.0,3468.0
2406,72.0,612.0,3468.0
2407,72.0,612.0,3468.0
2408,72.0,612.0,3468.0
2409,72.0,612.0,3468.0
2410,72.0,612.0,3468.0
2411,72.0,612.0,3468.0
2412,72.0,612.0,3468.0
2413,72.0,612.0,3468.0
2414,72.0,612.0,3468.0
2415,72.0,612.0,3468.0
2416,72.0,612.0,3468.0
2417,72.0,612.0,3468.0
2418,72.0,612.0,3468.0
2419,72.0,612.0,3468.0
2420,72.0,612.0,3468.0
2421,72.0,612.0,3468.0
2422,72.0,612.0,3468.0
2423,72.0,612.0,3468.0
2424,72.0,612.0,3468.0
2425,72.0,612.0,3468.0
2426,72.0,612.0,3468.0
2427,72.0,612.0,3468.0
2428,72.0,612.0,3468.0
2429,72.0,612.0,3468.0
2430,72.0,612.0,3468.0
2431,72.0,612.0,3468.0
2432,72.0,612.0,3468.0
2433,72.0,612.0,3468.0
2434,72.0,612.0,3468.0
2435,72.0,612.0,3468.0
2436,72.0,612.0,3468.0
2437,72.0,612.0,3468.0
2438,72.0,612.0,3468.0
2439,72.0,612.0,3468.0
2440,72.0,612.0,3468.0
2441,72.0,612.0,3468.0
2442,72.0,612.0,3468.0
2443,72.0,612.0,3468.0
2444,72.0,612.0,3468.0
2445,72.0,612.0,3468.0
2446,72.0,612.0,3468.0
2447,72.0,612.0,3468.0
2448,72.0,612.0,3468.0
2449,72.0,612.0,3468.0
2450,72.0,612.0,3468.0
2451,72.0,612.0,3468.0
2452,72.0,612.0,3468.0
2453,72.0,612.0,3468.0
2454,72.0,612.0,3468.0
2455,72.0,612.0,3468.0
2456,72.0,612.0,3468.0
2457,72.0,612.0,3468.0
2458,72.0,612.0,3468.0
2459,72.0,612.0,3468.0
2460,72.0,612.0,3468.0
2461,72.0,612.0,3468.0
2462,72.0,612.0,3468.0
2463,72.0,612.0,3468.0
2464,72.0,612.0,3468.0
2465,72.0,612.0,3468.0
2466,72.0,612.0,3468.0
2467,72.0,612.0,3468.0
2468,72.0,612.0,3468.0
2469,72.0,612.0,3468.0
2470,72.0,612.0,3468.0
2471,72.0,612.0,3468.0
2472,72.0,612.0,3468.0
2473,72.0,612.0,3468.0
2474,72.0,612.0,3468.0
2475,72.0,612.0,3468.0
2476,72.0,612.0,3468.0
2477,72.0,612.0,3468.0
2478,72.0,612.0,3468.0
2479,72.0,612.0,3468.0
2480,72.0,612.0,3468.0
2481,72.0,612.0,3468.0
2482,72.0,612.0,3468.0
2483,72.0,612.0,3468.0
2484,72.0,612.0,3468.0
2485,72.0,612.0,3468.0
2486,72.0,612.0,3468.0
2487,72.0,612.0,3468.0
2488,72.0,612.0,3468.0
2489,72.0,612.0,3468.0
2490,72.0,612.0,3468.0
2491,72.0,612.0,3468.0
2492,72.0,612.0,3468.0
2493,72.0,612.0,3468.0
2494,72.0,612.0,3468.0
2495,72.0,612.0,3468.0
2496,72.0,612.0,3468.0
2497,72.0,612.0,3468.0
2498,72.0,612.0,3468.0
2499,72.0,612.0,3468.0
2500,72.0,612.0,3468.0
2501,72.0,612.0,3468.0
2502,72.0,612.0,3468.0
2503,72.0,612.0,3468.0
2504,72.0,612.0,3468.0
2505,72.0,612.0,3468.0
2506,72.0,612.0,3468.0
2507,72.0,612.0,3468.0
2508,72.0,612.0,3468.0
2509,72.0,612.0,3468.0
2510,72.0,612.0,3468.0
2511,72.0,612.0,3468.0
2512,72.0,612.0,3468.0
2513,72.0,612.0,3468.0
2514,72.0,612.0,3468.0
2515,72.0,612.0,3468.0
2516,72.0,612.0,3468.0
2517,72.0,612.0,3468.0
2518,72.0,612.0,3468.0
2519,72.0,612.0,3468.0
2520,72.0,612.0,3468.0
2521,72.0,612.0,3468.0
2522,72.0,612.0,3468.0
2523,72.0,612.0,3468.0
2524,72.0,612.0,3468.0
2525,72.0,612.0,3468.0
2526,72.0,612.0,3468.0
2527,72.0,612.0,3468.0
2528,72.0,612.0,3468.0
2529,72.0,612.0,3468.0
2530,72.0,612.0,3468.0
2531,72.0,612.0,3468.0
2532,72.0,612.0,3468.0
2533,72.0,612.0,3468.0
2534,72.0,612.0,3468.0
2535,72.0,612.0,3468.0
2536,72.0,612.0,3468.0
2537,72.0,612.0,3468.0
2538,72.0,612.0,3468.0
2539,72.0,612.0,3468.0
2540,72.0,612.0,3468.0
2541,72.0,612.0,3468.0
2542,72.0,612.0,3468.0
2543,72.0,612.0,3468.0
2544,72.0,612.0,3468.0
2545,72.0,612.0,3468.0
2546,73.0,620.0,3500.0
2547,73.0,620.0,3500.0
2548,73.0,620.0,3500.0
2549,73.0,620.0,3500.0
2550,73.0,620.0,3500.0
2551,73.0,620.0,3500.0
2552,73.0,620.0,3500.0
2553,73.0,620.0,3500.0
2554,73.0,620.0,3500.0
2555,73.0,620.0,3500.0
2556,73.0,620.0,3500.0
2557,73.0,620.0,3500.0
2558,73.0,620.0,3500.0
2559,73.0,620.0,3500.0
2560,73.0,620.0,3500.0
2561,73.0,620.0,3500.0
2562,73.0,620.0,3500.0
2563,73.0,620.0,3500.0
2564,73.0,620.0,3500.0
2565,73.0,620.0,3500.0
2566,73.0,620.0,3500.0
2567,73.0,620.0,3500.0
2568,73.0,620.0,3500.0
2569,73.0,620.0,3500.0
2570,73.0,620.0,3500.0
2571,73.0,620.0,3500.0
2572,73.0,620.0,3500.0
2573,73.0,620.0,3500.0
2574,73.0,620.0,3500.0
2575,73.0,620.0,3500.0
2576,73.0,620.0,3500.0
2577,73.0,620.0,3500.0
2578,73.0,620.0,3500.0
2579,73.0,620.0,3500.0
2580,73.0,620.0,3500.0
2581,73.0,620.0,3500.0
2582,73.0,620.0,3500.0
2583,73.0,620.0,3500.0
2584,73.0,620.0,3500.0
2585,73.0,620.0,3500.0
2586,73.0,620.0,3500.0
2587,73.0,620.0,3500.0
2588,73.0,620.0,3500.0
2589,73.0,620.0,3500.0
2590,73.0,620.0,3500.0
2591,73.0,620.0,3500.0
2592,73.0,620.0,3500.0
2593,73.0,620.0,3500.0
2594,73.0,620.0,3500.0
2595,73.0,620.0,3500.0
2596,73.0,620.0,3500.0
2597,74.0,628.0,3540.0
2598,74.0,628.0,3540.0
2599,74.0,628.0,3540.0
2600,74.0,628.0,3540.0
2601,74.0,628.0,3540.0
2602,74.0,628.0,3540.0
2603,74.0,628.0,3540.0
2604,74.0,628.0,3540.0
2605,74.0,628.0,3540.0
2606,73.0,620.0,3500.0
2607,73.0,620.0,3500.0
2608,73.0,620.0,3500.0
2609,73.0,620.0,3500.0
2610,73.0,620.0,3500.0
2611,73.0,620.0,3500.0
2612,73.0,620.0,3500.0
2613,73.0,620.0,3500.0
2614,73.0,620.0,3500.0
2615,73.0,620.0,3500.0
2616,73.0,620.0,3500.0
2617,73.0,620.0,3500.0
2618,73.0,620.0,3500.0
2619,73.0,620.0,3500.0
2620,73.0,620.0,3500.0
2621,73.0,620.0,3500.0
2622,73.0,620.0,3500.0
2623,73.0,620.0,3500.0
2624,73.0,620.0,3500.0
2625,73.0,620.0,3500.0
2626,73.0,620.0,3500.0
2627,73.0,620.0,3500.0
2628,73.0,620.0,3500.0
2629,73.0,620.0,3500.0
2630,73.0,620.0,3500.0
2631,73.0,620.0,3500.0
2632,73.0,620.0,3500.0
2633,73.0,620.0,3500.0
2634,73.0,620.0,3500.0
2635,73.0,620.0,3500.0
2636,73.0,620.0,3500.0
2637,73.0,620.0,3500.0
2638,75.0,636.0,3580.0
2639,75.0,636.0,3580.0
2640,75.0,636.0,3580.0
2641,75.0,636.0,3580.0
2642,75.0,636.0,3580.0
2643,75.0,636.0,3580.0
2644,75.0,636.0,3580.0
2645,75.0,636.0,3580.0
2646,75.0,636.0,3580.0
2647,75.0,636.0,3580.0
2648,75.0,636.0,3580.0
2649,75.0,636.0,3580.0
2650,75.0,636.0,3580.0
2651,74.0,628.0,3540.0
2652,74.0,628.0,3540.0
2653,74.0,628.0,3540.0
2654,74.0,628.0,3540.0
2655,74.0,628.0,3540.0
2656,74.0,628.0,3540.0
2657,73.0,620.0,3500.0
2658,73.0,620.0,3500.0
2659,73.0,620.0,3500.0
2660,73.0,620.0,3500.0
2661,73.0,620.0,3500.0
2662,73.0,620.0,3500.0
2663,73.0,620.0,3500.0
2664,73.0,620.0,3500.0
2665,73.0,620.0,3500.0
2666,73.0,620.0,3500.0
2667,73.0,620.0,3500.0
2668,73.0,620.0,3500.0
2669,73.0,620.0,3500.0
2670,73.0,620.0,3500.0
2671,73.0,620.0,3500.0
2672,73.0,620.0,3500.0
2673,73.0,620.0,3500.0
2674,73.0,620.0,3500.0
2675,73.0,620.0,3500.0
2676,73.0,620.0,3500.0
2677,73.0,620.0,3500.0
2678,73.0,620.0,3500.0
2679,73.0,620.0,3500.0
2680,73.0,620.0,3500.0
2681,73.0,620.0,3500.0
2682,73.0,620.0,3500.0
2683,73.0,620.0,3500.0
2684,73.0,620.0,3500.0
2685,73.0,620.0,3500.0
2686,73.0,620.0,3500.0
2687,73.0,620.0,3500.0
2688,73.0,620.0,3500.0
2689,73.0,620.0,3500.0
2690,73.0,620.0,3500.0
2691,73.0,620.0,3500.0
2692,73.0,620.0,3500.0
2693,73.0,620.0,3500.0
2694,73.0,620.0,3500.0
2695,73.0,620.0,3500.0
2696,71.0,604.0,3420.0
2697,71.0,604.0,3420.0
2698,71.0,604.0,3420.0
2699,72.0,612.0,3460.0
2700,72.0,612.0,3460.0
2701,71.0,604.0,3420.0
2702,71.0,604.0,3420.0
2703,71.0,604.0,3420.0
2704,71.0,604.0,3420.0
2705,71.0,604.0,3420.0
2706,72.0,612.0,3452.0
2707,72.0,612.0,3452.0
2708,71.0,604.0,3420.0
2709,71.0,604.0,3420.0
2710,71.0,604.0,3420.0
2711,71.0,604.0,3420.0
2712,71.0,604.0,3420.0
2713,70.0,596.0,3380.0
2714,70.0,596.0,3380.0
2715,70.0,596.0,3380.0
2716,70.0,596.0,3380.0
2717,70.0,596.0,3380.0
2718,70.0,596.0,3380.0
2719,70.0,596.0,3380.0
2720,70.0,596.0,3380.0
2721,70.0,596.0,3380.0
2722,70.0,596.0,3380.0
2723,70.0,596.0,3380.0
2724,70.0,596.0,3380.0
2725,70.0,596.0,3380.0
2726,70.0,596.0,3380.0
2727,70.0,596.0,3380.0
2728,70.0,596.0,3380.0
2729,73.0,620.0,3500.0
2730,73.0,620.0,3500.0
2731,73.0,620.0,3500.0
2732,73.0,620.0,3500.0
2733,73.0,620.0,3500.0
2734,73.0,620.0,3500.0
2735,73.0,620.0,3500.0
2736,73.0,620.0,3500.0
2737,73.0,620.0,3500.0
2738,73.0,620.0,3500.0
2739,73.0,620.0,3500.0
2740,74.0,628.0,3540.0
2741,73.0,620.0,3500.0
2742,73.0,620.0,3500.0
2743,73.0,620.0,3500.0
2744,73.0,620.0,3500.0
2745,73.0,620.0,3500.0
2746,73.0,620.0,3500.0
2747,73.0,620.0,3500.0
2748,73.0,620.0,3500.0
2749,73.0,620.0,3500.0
2750,73.0,620.0,3500.0
2751,83.0,708.0,4036.0
2752,83.0,708.0,4036.0
2753,82.0,700.0,3996.0
2754,82.0,700.0,3996.0
2755,82.0,700.0,3996.0
2756,82.0,700.0,3996.0
2757,82.0,700.0,3996.0
2758,82.0,700.0,3996.0
2759,80.0,684.0,3916.0
2760,80.0,684.0,3916.0
2761,80.0,684.0,3916.0
2762,81.0,692.0,3956.0
2763,81.0,692.0,3956.0
2764,81.0,692.0,3956.0
2765,80.0,684.0,3916.0
2766,80.0,684.0,3916.0
2767,80.0,684.0,3916.0
2768,80.0,684.0,3916.0
2769,80.0,684.0,3916.0
2770,80.0,684.0,3916.0
2771,80.0,684.0,3916.0
2772,80.0,684.0,3916.0
2773,80.0,684.0,3916.0
2774,90.0,768.0,4364.0
2775,89.0,760.0,4324.0
2776,89.0,760.0,4324.0
2777,88.0,752.0,4284.0
2778,89.0,764.0,4324.0
2779,89.0,764.0,4324.0
2780,89.0,764.0,4324.0
2781,89.0,764.0,4324.0
2782,92.0,788.0,4372.0
2783,92.0,788.0,4372.0
2784,83.0,716.0,4012.0
2785,87.0,748.0,4140.0
2786,87.0,748.0,4140.0
2787,85.0,732.0,4092.0
2788,85.0,732.0,4092.0
2789,85.0,732.0,4092.0
2790,85.0,732.0,4092.0
2791,85.0,732.0,4092.0
2792,85.0,732.0,4092.0
2793,85.0,732.0,4092.0
2794,85.0,732.0,4092.0
2795,85.0,732.0,4092.0
2796,85.0,732.0,4092.0
2797,87.0,748.0,4148.0
2798,82.0,708.0,4004.0
2799,81.0,700.0,3964.0
2800,80.0,692.0,3924.0
2801,80.0,692.0,3924.0
2802,80.0,692.0,3924.0
2803,80.0,692.0,3924.0
2804,80.0,692.0,3924.0
2805,80.0,692.0,3924.0
2806,80.0,692.0,3924.0
2807,80.0,692.0,3924.0
2808,80.0,692.0,3924.0
2809,80.0,692.0,3924.0
2810,80.0,692.0,3924.0
2811,80.0,692.0,3924.0
2812,80.0,692.0,3924.0
2813,80.0,692.0,3924.0
2814,80.0,692.0,3924.0
2815,80.0,692.0,3924.0
2816,80.0,692.0,3924.0
2817,80.0,692.0,3924.0
2818,82.0,708.0,4004.0
2819,82.0,708.0,4004.0
2820,82.0,708.0,4004.0
2821,82.0,708.0,4004.0
2822,82.0,708.0,4004.0
2823,82.0,708.0,4004.0
2824,82.0,708.0,4004.0
2825,84.0,724.0,4084.0
2826,96.0,820.0,4564.0
2827,96.0,820.0,4564.0
2828,85.0,732.0,4124.0
2829,85.0,732.0,4124.0
2830,82.0,708.0,4004.0
2831,84.0,724.0,4076.0
2832,80.0,692.0,3924.0
2833,78.0,672.0,3764.0
2834,78.0,672.0,3764.0
2835,77.0,660.0,3644.0
2836,77.0,660.0,3644.0
2837,77.0,660.0,3644.0
2838,77.0,660.0,3644.0
2839,77.0,660.0,3644.0
2840,77.0,660.0,3644.0
2841,77.0,660.0,3644.0
2842,77.0,660.0,3644.0
2843,77.0,660.0,3644.0
2844,77.0,660.0,3644.0
2845,76.0,652.0,3604.0
2846,76.0,652.0,3604.0
2847,76.0,652.0,3604.0
2848,76.0,652.0,3604.0
2849,76.0,652.0,3604.0
2850,76.0,652.0,3604.0
2851,76.0,652.0,3604.0
2852,76.0,652.0,3604.0
2853,77.0,668.0,3684.0
2854,77.0,668.0,3684.0
2855,77.0,668.0,3684.0
2856,77.0,668.0,3684.0
2857,77.0,668.0,3684.0
2858,77.0,668.0,3684.0
2859,77.0,668.0,3684.0
2860,77.0,668.0,3684.0
2861,77.0,668.0,3684.0
2862,77.0,668.0,3684.0
2863,77.0,668.0,3684.0
2864,77.0,668.0,3684.0
2865,77.0,668.0,3684.0
2866,77.0,668.0,3684.0
2867,77.0,668.0,3684.0
2868,77.0,668.0,3684.0
2869,77.0,668.0,3684.0
2870,77.0,668.0,3684.0
2871,77.0,668.0,3684.0
2872,77.0,668.0,3684.0
2873,77.0,668.0,3684.0
2874,77.0,668.0,3684.0
2875,77.0,668.0,3684.0
2876,77.0,668.0,3684.0
2877,77.0,668.0,3684.0
2878,77.0,668.0,3684.0
2879,77.0,668.0,3684.0
2880,77.0,668.0,3684.0
2881,77.0,668.0,3684.0
2882,77.0,668.0,3684.0
2883,77.0,668.0,3684.0
2884,77.0,668.0,3684.0
2885,78.0,676.0,3724.0
2886,78.0,676.0,3724.0
2887,78.0,676.0,3724.0
2888,78.0,676.0,3724.0
2889,78.0,676.0,3724.0
2890,78.0,676.0,3724.0
2891,78.0,676.0,3724.0
2892,78.0,676.0,3724.0
2893,78.0,676.0,3724.0
2894,78.0,676.0,3724.0
2895,77.0,668.0,3684.0
2896,77.0,668.0,3684.0
2897,77.0,668.0,3684.0
2898,77.0,668.0,3684.0
2899,81.0,704.0,3900.0
2900,81.0,704.0,3900.0
2901,80.0,696.0,3860.0
2902,80.0,696.0,3860.0
2903,80.0,696.0,3860.0
2904,80.0,696.0,3860.0
2905,80.0,696.0,3860.0
2906,80.0,696.0,3860.0
2907,80.0,696.0,3860.0
2908,80.0,696.0,3860.0
2909,80.0,696.0,3860.0
2910,80.0,696.0,3860.0
2911,80.0,696.0,3860.0
2912,80.0,696.0,3860.0
2913,80.0,696.0,3860.0
2914,80.0,696.0,3860.0
2915,80.0,696.0,3860.0
2916,80.0,696.0,3860.0
2917,80.0,696.0,3860.0
2918,80.0,696.0,3860.0
2919,80.0,696.0,3860.0
2920,80.0,696.0,3860.0
2921,80.0,696.0,3860.0
2922,80.0,696.0,3860.0
2923,80.0,696.0,3860.0
2924,80.0,696.0,3860.0
2925,80.0,696.0,3860.0
2926,80.0,696.0,3860.0
2927,80.0,696.0,3860.0
2928,82.0,712.0,3940.0
2929,82.0,712.0,3940.0
2930,82.0,712.0,3940.0
2931,82.0,712.0,3940.0
2932,82.0,712.0,3940.0
2933,83.0,724.0,4060.0
2934,83.0,724.0,4060.0
2935,83.0,724.0,4060.0
2936,83.0,724.0,4060.0
2937,83.0,724.0,4060.0
2938,84.0,736.0,4180.0
2939,84.0,736.0,4180.0
2940,84.0,736.0,4180.0
2941,83.0,728.0,4140.0
2942,83.0,728.0,4140.0
2943,83.0,728.0,4140.0
2944,83.0,728.0,4140.0
2945,82.0,720.0,4100.0
2946,82.0,720.0,4100.0
2947,82.0,720.0,4100.0
2948,82.0,720.0,4100.0
2949,82.0,720.0,4100.0
2950,82.0,720.0,4100.0
2951,82.0,720.0,4100.0
2952,82.0,720.0,4100.0
2953,82.0,720.0,4100.0
2954,82.0,720.0,4100.0
2955,83.0,728.0,4116.0
2956,87.0,772.0,4516.0
2957,85.0,756.0,4460.0
2958,83.0,736.0,4300.0
2959,82.0,724.0,4180.0
2960,81.0,712.0,4060.0
2961,81.0,712.0,4060.0
2962,81.0,712.0,4060.0
2963,81.0,712.0,4060.0
2964,81.0,712.0,4060.0
2965,81.0,712.0,4060.0
2966,81.0,712.0,4060.0
2967,82.0,724.0,4180.0
2968,82.0,724.0,4180.0
2969,82.0,724.0,4180.0
2970,81.0,712.0,4060.0
2971,81.0,712.0,4060.0
2972,81.0,712.0,4060.0
2973,81.0,712.0,4060.0
2974,81.0,712.0,4060.0
2975,81.0,712.0,4060.0
2976,81.0,712.0,4060.0
2977,81.0,712.0,4060.0
2978,81.0,712.0,4060.0
2979,81.0,712.0,4060.0
2980,81.0,712.0,4060.0
2981,81.0,712.0,4060.0
2982,81.0,712.0,4060.0
2983,81.0,712.0,4060.0
2984,81.0,712.0,4060.0
2985,81.0,712.0,4060.0
2986,81.0,712.0,4060.0
2987,81.0,712.0,4060.0
2988,81.0,712.0,4060.0
2989,81.0,712.0,4060.0
2990,81.0,712.0,4060.0
2991,81.0,712.0,4060.0
2992,81.0,712.0,4060.0
2993,81.0,712.0,4060.0
2994,84.0,752.0,4260.0
2995,84.0,752.0,4260.0
2996,105.0,1004.0,5520.0
